gelE_I_2_5mm15	gelE_I_2_5mm15	gelE_I_2_5mm15	
2.07848	1.722	172.225	
2.02168	1.722	172.23	
2.17525	1.722	172.235	
2.24046	1.722	172.24	
2.06375	1.722	172.245	
1.96067	1.722	172.25	
2.09531	1.722	172.255	
2.15421	1.722	172.26	
2.04061	1.722	172.265	
2.00274	1.722	172.27	
2.16894	1.722	172.275	
2.26571	1.722	172.28	
2.12686	1.722	172.285	
2.07006	1.722	172.29	
2.16473	1.722	172.295	
2.18577	1.722	172.3	
2.05954	1.723	172.305	
2.03851	1.723	172.31	
2.21732	1.723	172.315	
2.2594	1.723	172.32	
2.09741	1.723	172.325	
2.01747	1.723	172.33	
2.12897	1.723	172.335	
2.15211	1.723	172.34	
2.00695	1.723	172.345	
1.95857	1.723	172.35	
2.11424	1.723	172.355	
2.18787	1.723	172.36	
2.08479	1.723	172.365	
2.06796	1.723	172.37	
2.21312	1.723	172.375	
2.25309	1.723	172.38	
2.10583	1.723	172.385	
2.03009	1.723	172.39	
2.12897	1.723	172.395	
2.15842	1.723	172.4	
2.06165	1.724	172.405	
2.06375	1.724	172.41	
2.22153	1.724	172.415	
2.25098	1.724	172.42	
2.10793	1.724	172.425	
2.01116	1.724	172.43	
2.0932	1.724	172.435	
2.12686	1.724	172.44	
2.00695	1.724	172.445	
1.99433	1.724	172.45	
2.15421	1.724	172.455	
2.22995	1.724	172.46	
2.1458	1.724	172.465	
2.0911	1.724	172.47	
2.17314	1.724	172.475	
2.15842	1.724	172.48	
2.04271	1.724	172.485	
2.01537	1.724	172.49	
2.1479	1.724	172.495	
2.22995	1.724	172.5	
2.15211	1.725	172.505	
2.12686	1.725	172.51	
2.22363	1.725	172.515	
2.2047	1.725	172.52	
2.02168	1.725	172.525	
1.9754	1.725	172.53	
2.08479	1.725	172.535	
2.1458	1.725	172.54	
2.06375	1.725	172.545	
2.089	1.725	172.55	
2.22363	1.725	172.555	
2.22995	1.725	172.56	
2.08689	1.725	172.565	
2.01537	1.725	172.57	
2.10583	1.725	172.575	
2.13738	1.725	172.58	
2.05323	1.725	172.585	
2.05744	1.725	172.59	
2.20049	1.725	172.595	
2.22995	1.725	172.6	
2.1479	1.726	172.605	
2.11424	1.726	172.61	
2.18787	1.726	172.615	
2.16683	1.726	172.62	
2.01747	1.726	172.625	
1.99854	1.726	172.63	
2.12897	1.726	172.635	
2.18156	1.726	172.64	
2.089	1.726	172.645	
2.08689	1.726	172.65	
2.20049	1.726	172.655	
2.17314	1.726	172.66	
2.06375	1.726	172.665	
2.05323	1.726	172.67	
2.15211	1.726	172.675	
2.16473	1.726	172.68	
2.11003	1.726	172.685	
2.11845	1.726	172.69	
2.2047	1.726	172.695	
2.18787	1.726	172.7	
2.07848	1.727	172.705	
2.07637	1.727	172.71	
2.18156	1.727	172.715	
2.15	1.727	172.72	
2.01116	1.727	172.725	
2.01116	1.727	172.73	
2.15	1.727	172.735	
2.16263	1.727	172.74	
2.05534	1.727	172.745	
2.06586	1.727	172.75	
2.18997	1.727	172.755	
2.17525	1.727	172.76	
2.07427	1.727	172.765	
2.07217	1.727	172.77	
2.20891	1.727	172.775	
2.22574	1.727	172.78	
2.13317	1.727	172.785	
2.13107	1.727	172.79	
2.21732	1.727	172.795	
2.19418	1.727	172.8	
2.0322	1.728	172.805	
2.04692	1.728	172.81	
2.17525	1.728	172.815	
2.2068	1.728	172.82	
2.07217	1.728	172.825	
2.09951	1.728	172.83	
2.24467	1.728	172.835	
2.22363	1.728	172.84	
2.05113	1.728	172.845	
2.02378	1.728	172.85	
2.13738	1.728	172.855	
2.15211	1.728	172.86	
2.06375	1.728	172.865	
2.11845	1.728	172.87	
2.28464	1.728	172.875	
2.28885	1.728	172.88	
2.13528	1.728	172.885	
2.09951	1.728	172.89	
2.17946	1.728	172.895	
2.12686	1.728	172.9	
1.96908	1.729	172.905	
1.99222	1.729	172.91	
2.22784	1.729	172.915	
2.2615	1.729	172.92	
2.0932	1.729	172.925	
2.0911	1.729	172.93	
2.2594	1.729	172.935	
2.21732	1.729	172.94	
2.0343	1.729	172.945	
1.98591	1.729	172.95	
2.15	1.729	172.955	
2.17104	1.729	172.96	
2.04271	1.729	172.965	
2.10372	1.729	172.97	
2.28043	1.729	172.975	
2.28675	1.729	172.98	
2.11845	1.729	172.985	
2.05954	1.729	172.99	
2.1479	1.729	172.995	
2.11424	1.729	173	
1.95436	1.73	173.005	
1.99433	1.73	173.01	
2.26571	1.73	173.015	
2.32882	1.73	173.02	
2.16052	1.73	173.025	
2.12686	1.73	173.03	
2.27412	1.73	173.035	
2.24678	1.73	173.04	
2.01116	1.73	173.045	
1.95225	1.73	173.05	
2.14159	1.73	173.055	
2.2068	1.73	173.06	
2.09951	1.73	173.065	
2.089	1.73	173.07	
2.25309	1.73	173.075	
2.24467	1.73	173.08	
2.04692	1.73	173.085	
1.97329	1.73	173.09	
2.11634	1.73	173.095	
2.15632	1.73	173.1	
2.04271	1.731	173.105	
2.0932	1.731	173.11	
2.32041	1.731	173.115	
2.35827	1.731	173.12	
2.13949	1.731	173.125	
2.04482	1.731	173.13	
2.17735	1.731	173.135	
2.17525	1.731	173.14	
2.01957	1.731	173.145	
2.01537	1.731	173.15	
2.23415	1.731	173.155	
2.29306	1.731	173.16	
2.12476	1.731	173.165	
2.04692	1.731	173.17	
2.15211	1.731	173.175	
2.16263	1.731	173.18	
2.01747	1.731	173.185	
1.99854	1.731	173.19	
2.18577	1.731	173.195	
2.28675	1.731	173.2	
2.19629	1.732	173.205	
2.15211	1.732	173.21	
2.2594	1.732	173.215	
2.24257	1.732	173.22	
2.02168	1.732	173.225	
1.96277	1.732	173.23	
2.13528	1.732	173.235	
2.21522	1.732	173.24	
2.10372	1.732	173.245	
2.10793	1.732	173.25	
2.25309	1.732	173.255	
2.25309	1.732	173.26	
2.089	1.732	173.265	
2.0343	1.732	173.27	
2.15842	1.732	173.275	
2.21522	1.732	173.28	
2.12055	1.732	173.285	
2.11634	1.732	173.29	
2.27202	1.732	173.295	
2.31199	1.732	173.3	
2.12897	1.733	173.305	
2.05744	1.733	173.31	
2.13528	1.733	173.315	
2.16052	1.733	173.32	
2.03009	1.733	173.325	
2.00905	1.733	173.33	
2.18577	1.733	173.335	
2.2636	1.733	173.34	
2.1479	1.733	173.345	
2.09531	1.733	173.35	
2.21101	1.733	173.355	
2.22153	1.733	173.36	
2.08058	1.733	173.365	
2.0322	1.733	173.37	
2.18156	1.733	173.375	
2.25729	1.733	173.38	
2.18997	1.733	173.385	
2.12897	1.733	173.39	
2.22363	1.733	173.395	
2.24678	1.733	173.4	
2.089	1.734	173.405	
2.04061	1.734	173.41	
2.18156	1.734	173.415	
2.23415	1.734	173.42	
2.11003	1.734	173.425	
2.07427	1.734	173.43	
2.19418	1.734	173.435	
2.25098	1.734	173.44	
2.12055	1.734	173.445	
2.05113	1.734	173.45	
2.16473	1.734	173.455	
2.21943	1.734	173.46	
2.13317	1.734	173.465	
2.089	1.734	173.47	
2.18366	1.734	173.475	
2.20891	1.734	173.48	
2.08058	1.734	173.485	
2.0343	1.734	173.49	
2.14369	1.734	173.495	
2.2026	1.734	173.5	
2.13317	1.735	173.505	
2.13738	1.735	173.51	
2.29306	1.735	173.515	
2.32461	1.735	173.52	
2.13738	1.735	173.525	
2.05113	1.735	173.53	
2.13949	1.735	173.535	
2.17525	1.735	173.54	
2.05744	1.735	173.545	
2.0364	1.735	173.55	
2.17946	1.735	173.555	
2.25729	1.735	173.56	
2.16894	1.735	173.565	
2.13107	1.735	173.57	
2.21101	1.735	173.575	
2.22363	1.735	173.58	
2.10162	1.735	173.585	
2.05744	1.735	173.59	
2.14369	1.735	173.595	
2.19208	1.735	173.6	
2.15421	1.736	173.605	
2.15842	1.736	173.61	
2.30568	1.736	173.615	
2.3183	1.736	173.62	
2.15842	1.736	173.625	
2.06796	1.736	173.63	
2.1479	1.736	173.635	
2.16683	1.736	173.64	
2.05744	1.736	173.645	
2.04482	1.736	173.65	
2.18997	1.736	173.655	
2.24678	1.736	173.66	
2.1479	1.736	173.665	
2.10372	1.736	173.67	
2.18997	1.736	173.675	
2.20049	1.736	173.68	
2.0932	1.736	173.685	
2.089	1.736	173.69	
2.2047	1.736	173.695	
2.22574	1.736	173.7	
2.15211	1.737	173.705	
2.17314	1.737	173.71	
2.27623	1.737	173.715	
2.2615	1.737	173.72	
2.07637	1.737	173.725	
2.04692	1.737	173.73	
2.17314	1.737	173.735	
2.20049	1.737	173.74	
2.08479	1.737	173.745	
2.09531	1.737	173.75	
2.21312	1.737	173.755	
2.22574	1.737	173.76	
2.09951	1.737	173.765	
2.08268	1.737	173.77	
2.17314	1.737	173.775	
2.19418	1.737	173.78	
2.13949	1.737	173.785	
2.16052	1.737	173.79	
2.26781	1.737	173.795	
2.26992	1.737	173.8	
2.15632	1.738	173.805	
2.15211	1.738	173.81	
2.24467	1.738	173.815	
2.20049	1.738	173.82	
2.06375	1.738	173.825	
2.07848	1.738	173.83	
2.21943	1.738	173.835	
2.21522	1.738	173.84	
2.09951	1.738	173.845	
2.09531	1.738	173.85	
2.19629	1.738	173.855	
2.16683	1.738	173.86	
2.06796	1.738	173.865	
2.09531	1.738	173.87	
2.23415	1.738	173.875	
2.24467	1.738	173.88	
2.1458	1.738	173.885	
2.16894	1.738	173.89	
2.2594	1.738	173.895	
2.21101	1.738	173.9	
2.05744	1.739	173.905	
2.07848	1.739	173.91	
2.22153	1.739	173.915	
2.22363	1.739	173.92	
2.11424	1.739	173.925	
2.15421	1.739	173.93	
2.29095	1.739	173.935	
2.24888	1.739	173.94	
2.0911	1.739	173.945	
2.07217	1.739	173.95	
2.17314	1.739	173.955	
2.15421	1.739	173.96	
2.04482	1.739	173.965	
2.09531	1.739	173.97	
2.25729	1.739	173.975	
2.27412	1.739	173.98	
2.16052	1.739	173.985	
2.14159	1.739	173.99	
2.24046	1.739	173.995	
2.2047	1.739	174	
2.06375	1.74	174.005	
2.07637	1.74	174.01	
2.25309	1.74	174.015	
2.25519	1.74	174.02	
2.11003	1.74	174.025	
2.11634	1.74	174.03	
2.28675	1.74	174.035	
2.24257	1.74	174.04	
2.08689	1.74	174.045	
2.07217	1.74	174.05	
2.20891	1.74	174.055	
2.18156	1.74	174.06	
2.07427	1.74	174.065	
2.11845	1.74	174.07	
2.28885	1.74	174.075	
2.31199	1.74	174.08	
2.18787	1.74	174.085	
2.16263	1.74	174.09	
2.22363	1.74	174.095	
2.14369	1.74	174.1	
1.99643	1.741	174.105	
2.04271	1.741	174.11	
2.23836	1.741	174.115	
2.30989	1.741	174.12	
2.18366	1.741	174.125	
2.17314	1.741	174.13	
2.31409	1.741	174.135	
2.25309	1.741	174.14	
2.04061	1.741	174.145	
2.01326	1.741	174.15	
2.18156	1.741	174.155	
2.24888	1.741	174.16	
2.16473	1.741	174.165	
2.18156	1.741	174.17	
2.3162	1.741	174.175	
2.28043	1.741	174.18	
2.06796	1.741	174.185	
2.00905	1.741	174.19	
2.13317	1.741	174.195	
2.15842	1.741	174.2	
2.08689	1.742	174.205	
2.17946	1.742	174.21	
2.39404	1.742	174.215	
2.39614	1.742	174.22	
2.12686	1.742	174.225	
2.05744	1.742	174.23	
2.17314	1.742	174.235	
2.16263	1.742	174.24	
2.00274	1.742	174.245	
2.0343	1.742	174.25	
2.25729	1.742	174.255	
2.32041	1.742	174.26	
2.17314	1.742	174.265	
2.13528	1.742	174.27	
2.25729	1.742	174.275	
2.25519	1.742	174.28	
2.04903	1.742	174.285	
2.02588	1.742	174.29	
2.19629	1.742	174.295	
2.27623	1.742	174.3	
2.18366	1.743	174.305	
2.18366	1.743	174.31	
2.36248	1.743	174.315	
2.34144	1.743	174.32	
2.07637	1.743	174.325	
1.98171	1.743	174.33	
2.15421	1.743	174.335	
2.2047	1.743	174.34	
2.0932	1.743	174.345	
2.09951	1.743	174.35	
2.29516	1.743	174.355	
2.3162	1.743	174.36	
2.11003	1.743	174.365	
2.05954	1.743	174.37	
2.20049	1.743	174.375	
2.23205	1.743	174.38	
2.10162	1.743	174.385	
2.07637	1.743	174.39	
2.2594	1.743	174.395	
2.33513	1.743	174.4	
2.18787	1.744	174.405	
2.13738	1.744	174.41	
2.28254	1.744	174.415	
2.27412	1.744	174.42	
2.07637	1.744	174.425	
2.00905	1.744	174.43	
2.20049	1.744	174.435	
2.28043	1.744	174.44	
2.16263	1.744	174.445	
2.13738	1.744	174.45	
2.28464	1.744	174.455	
2.30358	1.744	174.46	
2.11424	1.744	174.465	
2.0322	1.744	174.47	
2.16263	1.744	174.475	
2.23836	1.744	174.48	
2.16473	1.744	174.485	
2.15	1.744	174.49	
2.30147	1.744	174.495	
2.33303	1.744	174.5	
2.17735	1.745	174.505	
2.08058	1.745	174.51	
2.18156	1.745	174.515	
2.22153	1.745	174.52	
2.07848	1.745	174.525	
2.05534	1.745	174.53	
2.25098	1.745	174.535	
2.34144	1.745	174.54	
2.22153	1.745	174.545	
2.14369	1.745	174.55	
2.22784	1.745	174.555	
2.22784	1.745	174.56	
2.09951	1.745	174.565	
2.05113	1.745	174.57	
2.19629	1.745	174.575	
2.27623	1.745	174.58	
2.18366	1.745	174.585	
2.1458	1.745	174.59	
2.24046	1.745	174.595	
2.24467	1.745	174.6	
2.10793	1.746	174.605	
2.04271	1.746	174.61	
2.18577	1.746	174.615	
2.25729	1.746	174.62	
2.16263	1.746	174.625	
2.1479	1.746	174.63	
2.2636	1.746	174.635	
2.31409	1.746	174.64	
2.16052	1.746	174.645	
2.07848	1.746	174.65	
2.16052	1.746	174.655	
2.21101	1.746	174.66	
2.1458	1.746	174.665	
2.14159	1.746	174.67	
2.26571	1.746	174.675	
2.31409	1.746	174.68	
2.21312	1.746	174.685	
2.15	1.746	174.69	
2.2068	1.746	174.695	
2.21101	1.746	174.7	
2.12897	1.747	174.705	
2.12686	1.747	174.71	
2.27202	1.747	174.715	
2.33303	1.747	174.72	
2.21312	1.747	174.725	
2.17314	1.747	174.73	
2.26781	1.747	174.735	
2.2594	1.747	174.74	
2.12686	1.747	174.745	
2.0911	1.747	174.75	
2.2047	1.747	174.755	
2.2594	1.747	174.76	
2.19208	1.747	174.765	
2.17314	1.747	174.77	
2.27412	1.747	174.775	
2.27833	1.747	174.78	
2.15211	1.747	174.785	
2.10793	1.747	174.79	
2.18366	1.747	174.795	
2.21101	1.747	174.8	
2.15421	1.748	174.805	
2.18787	1.748	174.81	
2.33092	1.748	174.815	
2.34144	1.748	174.82	
2.18787	1.748	174.825	
2.12686	1.748	174.83	
2.21101	1.748	174.835	
2.21943	1.748	174.84	
2.1458	1.748	174.845	
2.12055	1.748	174.85	
2.24257	1.748	174.855	
2.27623	1.748	174.86	
2.18787	1.748	174.865	
2.16052	1.748	174.87	
2.23205	1.748	174.875	
2.25098	1.748	174.88	
2.16052	1.748	174.885	
2.1458	1.748	174.89	
2.21312	1.748	174.895	
2.2047	1.748	174.9	
2.13317	1.749	174.905	
2.16683	1.749	174.91	
2.30568	1.749	174.915	
2.3183	1.749	174.92	
2.18577	1.749	174.925	
2.15211	1.749	174.93	
2.24467	1.749	174.935	
2.21101	1.749	174.94	
2.10793	1.749	174.945	
2.10583	1.749	174.95	
2.23415	1.749	174.955	
2.2636	1.749	174.96	
2.18156	1.749	174.965	
2.14369	1.749	174.97	
2.22153	1.749	174.975	
2.21732	1.749	174.98	
2.12897	1.749	174.985	
2.14159	1.749	174.99	
2.26781	1.749	174.995	
2.27833	1.749	175	
2.20891	1.75	175.005	
2.20049	1.75	175.01	
2.3162	1.75	175.015	
2.24467	1.75	175.02	
2.07637	1.75	175.025	
2.05954	1.75	175.03	
2.22784	1.75	175.035	
2.27202	1.75	175.04	
2.19208	1.75	175.045	
2.22784	1.75	175.05	
2.31199	1.75	175.055	
2.25729	1.75	175.06	
2.0911	1.75	175.065	
2.06586	1.75	175.07	
2.18577	1.75	175.075	
2.2068	1.75	175.08	
2.16683	1.75	175.085	
2.23415	1.75	175.09	
2.35407	1.75	175.095	
2.30568	1.75	175.1	
2.15842	1.751	175.105	
2.13107	1.751	175.11	
2.21312	1.751	175.115	
2.17946	1.751	175.12	
2.04903	1.751	175.125	
2.12476	1.751	175.13	
2.30778	1.751	175.135	
2.32672	1.751	175.14	
2.18366	1.751	175.145	
2.17735	1.751	175.15	
2.25519	1.751	175.155	
2.19418	1.751	175.16	
2.05534	1.751	175.165	
2.10583	1.751	175.17	
2.29937	1.751	175.175	
2.32672	1.751	175.18	
2.21732	1.751	175.185	
2.21522	1.751	175.19	
2.29095	1.751	175.195	
2.21312	1.751	175.2	
2.07217	1.752	175.205	
2.08689	1.752	175.21	
2.26992	1.752	175.215	
2.29306	1.752	175.22	
2.17314	1.752	175.225	
2.21943	1.752	175.23	
2.33934	1.752	175.235	
2.28464	1.752	175.24	
2.09951	1.752	175.245	
2.0911	1.752	175.25	
2.24888	1.752	175.255	
2.24678	1.752	175.26	
2.14159	1.752	175.265	
2.18577	1.752	175.27	
2.32251	1.752	175.275	
2.30989	1.752	175.28	
2.15842	1.752	175.285	
2.12266	1.752	175.29	
2.22995	1.752	175.295	
2.20891	1.752	175.3	
2.08479	1.753	175.305	
2.13528	1.753	175.31	
2.35407	1.753	175.315	
2.40455	1.753	175.32	
2.22995	1.753	175.325	
2.19629	1.753	175.33	
2.31199	1.753	175.335	
2.25098	1.753	175.34	
2.06586	1.753	175.345	
2.05113	1.753	175.35	
2.22574	1.753	175.355	
2.30147	1.753	175.36	
2.22574	1.753	175.365	
2.23415	1.753	175.37	
2.33092	1.753	175.375	
2.28885	1.753	175.38	
2.09741	1.753	175.385	
2.07427	1.753	175.39	
2.21732	1.753	175.395	
2.25729	1.753	175.4	
2.19629	1.754	175.405	
2.2594	1.754	175.41	
2.43611	1.754	175.415	
2.4319	1.754	175.42	
2.18997	1.754	175.425	
2.089	1.754	175.43	
2.17946	1.754	175.435	
2.15421	1.754	175.44	
2.01957	1.754	175.445	
2.07217	1.754	175.45	
2.31199	1.754	175.455	
2.39824	1.754	175.46	
2.28254	1.754	175.465	
2.22363	1.754	175.47	
2.29516	1.754	175.475	
2.2636	1.754	175.48	
2.11003	1.754	175.485	
2.08058	1.754	175.49	
2.23205	1.754	175.495	
2.31199	1.754	175.5	
2.23415	1.755	175.505	
2.22995	1.755	175.51	
2.35617	1.755	175.515	
2.33724	1.755	175.52	
2.12476	1.755	175.525	
2.06375	1.755	175.53	
2.22574	1.755	175.535	
2.28043	1.755	175.54	
2.16263	1.755	175.545	
2.17946	1.755	175.55	
2.36458	1.755	175.555	
2.36879	1.755	175.56	
2.18366	1.755	175.565	
2.10793	1.755	175.57	
2.22995	1.755	175.575	
2.25729	1.755	175.58	
2.13738	1.755	175.585	
2.15632	1.755	175.59	
2.28254	1.755	175.595	
2.31199	1.755	175.6	
2.16683	1.756	175.605	
2.13949	1.756	175.61	
2.30358	1.756	175.615	
2.33934	1.756	175.62	
2.16263	1.756	175.625	
2.13107	1.756	175.63	
2.29306	1.756	175.635	
2.32882	1.756	175.64	
2.17946	1.756	175.645	
2.13317	1.756	175.65	
2.27412	1.756	175.655	
2.30989	1.756	175.66	
2.16263	1.756	175.665	
2.13949	1.756	175.67	
2.28043	1.756	175.675	
2.31409	1.756	175.68	
2.19629	1.756	175.685	
2.18577	1.756	175.69	
2.30147	1.756	175.695	
2.33303	1.756	175.7	
2.19208	1.757	175.705	
2.16894	1.757	175.71	
2.33513	1.757	175.715	
2.36879	1.757	175.72	
2.23205	1.757	175.725	
2.17946	1.757	175.73	
2.30147	1.757	175.735	
2.32041	1.757	175.74	
2.13738	1.757	175.745	
2.06796	1.757	175.75	
2.21943	1.757	175.755	
2.29306	1.757	175.76	
2.19208	1.757	175.765	
2.21101	1.757	175.77	
2.38562	1.757	175.775	
2.4277	1.757	175.78	
2.28885	1.757	175.785	
2.18997	1.757	175.79	
2.24467	1.757	175.795	
2.24467	1.757	175.8	
2.11214	1.758	175.805	
2.12266	1.758	175.81	
2.29726	1.758	175.815	
2.38141	1.758	175.82	
2.24257	1.758	175.825	
2.18577	1.758	175.83	
2.29726	1.758	175.835	
2.32041	1.758	175.84	
2.1458	1.758	175.845	
2.11214	1.758	175.85	
2.25098	1.758	175.855	
2.33303	1.758	175.86	
2.25309	1.758	175.865	
2.22363	1.758	175.87	
2.33092	1.758	175.875	
2.35407	1.758	175.88	
2.22574	1.758	175.885	
2.1458	1.758	175.89	
2.2068	1.758	175.895	
2.26571	1.758	175.9	
2.20049	1.759	175.905	
2.2068	1.759	175.91	
2.34565	1.759	175.915	
2.36669	1.759	175.92	
2.23626	1.759	175.925	
2.18366	1.759	175.93	
2.25729	1.759	175.935	
2.26781	1.759	175.94	
2.18366	1.759	175.945	
2.17104	1.759	175.95	
2.2615	1.759	175.955	
2.29095	1.759	175.96	
2.19839	1.759	175.965	
2.16683	1.759	175.97	
2.23836	1.759	175.975	
2.27202	1.759	175.98	
2.21312	1.759	175.985	
2.21732	1.759	175.99	
2.29937	1.759	175.995	
2.32882	1.759	176	
2.24046	1.76	176.005	
2.23415	1.76	176.01	
2.33092	1.76	176.015	
2.32041	1.76	176.02	
2.16473	1.76	176.025	
2.12266	1.76	176.03	
2.22784	1.76	176.035	
2.24888	1.76	176.04	
2.1479	1.76	176.045	
2.15211	1.76	176.05	
2.26571	1.76	176.055	
2.30358	1.76	176.06	
2.2047	1.76	176.065	
2.15842	1.76	176.07	
2.24046	1.76	176.075	
2.25519	1.76	176.08	
2.19208	1.76	176.085	
2.21522	1.76	176.09	
2.33724	1.76	176.095	
2.34565	1.76	176.1	
2.25519	1.761	176.105	
2.23626	1.761	176.11	
2.33934	1.761	176.115	
2.28254	1.761	176.12	
2.13738	1.761	176.125	
2.15211	1.761	176.13	
2.28675	1.761	176.135	
2.31409	1.761	176.14	
2.21522	1.761	176.145	
2.20891	1.761	176.15	
2.3183	1.761	176.155	
2.28885	1.761	176.16	
2.13949	1.761	176.165	
2.13949	1.761	176.17	
2.27412	1.761	176.175	
2.30568	1.761	176.18	
2.24046	1.761	176.185	
2.24467	1.761	176.19	
2.34986	1.761	176.195	
2.33724	1.761	176.2	
2.22995	1.762	176.205	
2.19839	1.762	176.21	
2.30568	1.762	176.215	
2.30568	1.762	176.22	
2.16683	1.762	176.225	
2.18366	1.762	176.23	
2.34355	1.762	176.235	
2.36248	1.762	176.24	
2.21732	1.762	176.245	
2.17946	1.762	176.25	
2.28464	1.762	176.255	
2.26992	1.762	176.26	
2.1458	1.762	176.265	
2.18366	1.762	176.27	
2.32461	1.762	176.275	
2.38562	1.762	176.28	
2.28464	1.762	176.285	
2.24888	1.762	176.29	
2.33934	1.762	176.295	
2.30358	1.762	176.3	
2.17104	1.763	176.305	
2.17314	1.763	176.31	
2.33303	1.763	176.315	
2.34986	1.763	176.32	
2.2026	1.763	176.325	
2.19208	1.763	176.33	
2.32882	1.763	176.335	
2.29937	1.763	176.34	
2.13949	1.763	176.345	
2.12897	1.763	176.35	
2.27202	1.763	176.355	
2.30778	1.763	176.36	
2.22574	1.763	176.365	
2.24678	1.763	176.37	
2.37089	1.763	176.375	
2.36879	1.763	176.38	
2.22153	1.763	176.385	
2.18156	1.763	176.39	
2.25309	1.763	176.395	
2.2068	1.763	176.4	
2.08689	1.764	176.405	
2.15421	1.764	176.41	
2.37931	1.764	176.415	
2.41928	1.764	176.42	
2.29726	1.764	176.425	
2.2636	1.764	176.43	
2.35196	1.764	176.435	
2.27623	1.764	176.44	
2.07848	1.764	176.445	
2.07637	1.764	176.45	
2.24888	1.764	176.455	
2.3183	1.764	176.46	
2.26781	1.764	176.465	
2.31409	1.764	176.47	
2.4277	1.764	176.475	
2.35827	1.764	176.48	
2.18787	1.764	176.485	
2.13738	1.764	176.49	
2.23415	1.764	176.495	
2.23415	1.764	176.5	
2.17946	1.765	176.505	
2.26781	1.765	176.51	
2.48029	1.765	176.515	
2.49501	1.765	176.52	
2.30778	1.765	176.525	
2.22153	1.765	176.53	
2.30568	1.765	176.535	
2.25519	1.765	176.54	
2.11214	1.765	176.545	
2.13949	1.765	176.55	
2.32461	1.765	176.555	
2.39193	1.765	176.56	
2.29726	1.765	176.565	
2.27412	1.765	176.57	
2.35196	1.765	176.575	
2.31199	1.765	176.58	
2.13949	1.765	176.585	
2.11214	1.765	176.59	
2.25309	1.765	176.595	
2.30778	1.765	176.6	
2.24678	1.766	176.605	
2.30778	1.766	176.61	
2.45925	1.766	176.615	
2.42559	1.766	176.62	
2.2047	1.766	176.625	
2.12055	1.766	176.63	
2.23836	1.766	176.635	
2.25098	1.766	176.64	
2.15	1.766	176.645	
2.19208	1.766	176.65	
2.34775	1.766	176.655	
2.373	1.766	176.66	
2.23626	1.766	176.665	
2.2026	1.766	176.67	
2.29516	1.766	176.675	
2.28675	1.766	176.68	
2.18787	1.766	176.685	
2.19839	1.766	176.69	
2.33513	1.766	176.695	
2.37089	1.766	176.7	
2.26571	1.767	176.705	
2.27412	1.767	176.71	
2.39614	1.767	176.715	
2.36038	1.767	176.72	
2.17735	1.767	176.725	
2.10372	1.767	176.73	
2.24046	1.767	176.735	
2.28675	1.767	176.74	
2.19208	1.767	176.745	
2.21522	1.767	176.75	
2.35407	1.767	176.755	
2.37721	1.767	176.76	
2.24257	1.767	176.765	
2.17525	1.767	176.77	
2.28464	1.767	176.775	
2.28464	1.767	176.78	
2.20891	1.767	176.785	
2.22784	1.767	176.79	
2.34565	1.767	176.795	
2.3751	1.767	176.8	
2.25098	1.768	176.805	
2.21312	1.768	176.81	
2.32672	1.768	176.815	
2.33513	1.768	176.82	
2.18366	1.768	176.825	
2.17735	1.768	176.83	
2.35407	1.768	176.835	
2.39404	1.768	176.84	
2.2636	1.768	176.845	
2.22574	1.768	176.85	
2.3162	1.768	176.855	
2.32251	1.768	176.86	
2.19418	1.768	176.865	
2.17946	1.768	176.87	
2.31409	1.768	176.875	
2.34565	1.768	176.88	
2.25098	1.768	176.885	
2.25309	1.768	176.89	
2.34565	1.768	176.895	
2.34986	1.768	176.9	
2.22995	1.769	176.905	
2.21522	1.769	176.91	
2.36458	1.769	176.915	
2.36038	1.769	176.92	
2.21943	1.769	176.925	
2.21101	1.769	176.93	
2.34565	1.769	176.935	
2.3751	1.769	176.94	
2.24888	1.769	176.945	
2.22363	1.769	176.95	
2.33934	1.769	176.955	
2.35407	1.769	176.96	
2.21943	1.769	176.965	
2.2047	1.769	176.97	
2.32041	1.769	176.975	
2.34355	1.769	176.98	
2.25519	1.769	176.985	
2.22363	1.769	176.99	
2.33303	1.769	176.995	
2.34775	1.769	177	
2.22784	1.77	177.005	
2.22153	1.77	177.01	
2.37089	1.77	177.015	
2.373	1.77	177.02	
2.22574	1.77	177.025	
2.19839	1.77	177.03	
2.37721	1.77	177.035	
2.39614	1.77	177.04	
2.24888	1.77	177.045	
2.20891	1.77	177.05	
2.3162	1.77	177.055	
2.32672	1.77	177.06	
2.19629	1.77	177.065	
2.2047	1.77	177.07	
2.33303	1.77	177.075	
2.3751	1.77	177.08	
2.2594	1.77	177.085	
2.22363	1.77	177.09	
2.29516	1.77	177.095	
2.29937	1.77	177.1	
2.19629	1.771	177.105	
2.24046	1.771	177.11	
2.4319	1.771	177.115	
2.45715	1.771	177.12	
2.29306	1.771	177.125	
2.24257	1.771	177.13	
2.32461	1.771	177.135	
2.31199	1.771	177.14	
2.16894	1.771	177.145	
2.18156	1.771	177.15	
2.34144	1.771	177.155	
2.41087	1.771	177.16	
2.3183	1.771	177.165	
2.29306	1.771	177.17	
2.36248	1.771	177.175	
2.33303	1.771	177.18	
2.2047	1.771	177.185	
2.16052	1.771	177.19	
2.28043	1.771	177.195	
2.33303	1.771	177.2	
2.29095	1.772	177.205	
2.32461	1.772	177.21	
2.4319	1.772	177.215	
