gelB_I_2_5mm8	gelB_I_2_5mm8	gelB_I_2_5mm8	
46.995	2.196	230.44	
46.9824	2.196	230.445	
47.0224	2.196	230.45	
47.0624	2.196	230.455	
47.0855	2.196	230.46	
47.1486	2.196	230.465	
47.1781	2.196	230.47	
47.1823	2.196	230.475	
47.2244	2.196	230.48	
47.237	2.196	230.485	
47.2412	2.196	230.49	
47.258	2.196	230.495	
47.2706	2.196	230.5	
47.2559	2.195	230.505	
47.2496	2.195	230.51	
47.1802	2.195	230.515	
47.0708	2.195	230.52	
46.9635	2.195	230.525	
46.8793	2.195	230.53	
46.8099	2.195	230.535	
46.8141	2.195	230.54	
46.8289	2.195	230.545	
46.8373	2.195	230.55	
46.8583	2.195	230.555	
46.892	2.195	230.56	
46.8941	2.195	230.565	
46.9046	2.195	230.57	
46.9172	2.195	230.575	
46.9467	2.195	230.58	
46.9635	2.195	230.585	
46.9845	2.195	230.59	
47.0014	2.195	230.595	
47.0329	2.195	230.6	
47.0413	2.194	230.605	
47.0224	2.194	230.61	
46.9677	2.194	230.615	
46.8625	2.194	230.62	
46.7447	2.194	230.625	
46.6437	2.194	230.63	
46.568	2.194	230.635	
46.5364	2.194	230.64	
46.5133	2.194	230.645	
46.5217	2.194	230.65	
46.5301	2.194	230.655	
46.5596	2.194	230.66	
46.5617	2.194	230.665	
46.5869	2.194	230.67	
46.6122	2.194	230.675	
46.6458	2.194	230.68	
46.6942	2.194	230.685	
46.7384	2.194	230.69	
46.8015	2.194	230.695	
46.8225	2.194	230.7	
46.8394	2.193	230.705	
46.791	2.193	230.71	
46.7089	2.193	230.715	
46.589	2.193	230.72	
46.4607	2.193	230.725	
46.3408	2.193	230.73	
46.2587	2.193	230.735	
46.2104	2.193	230.74	
46.1998	2.193	230.745	
46.1725	2.193	230.75	
46.1872	2.193	230.755	
46.1935	2.193	230.76	
46.2104	2.193	230.765	
46.263	2.193	230.77	
46.3261	2.193	230.775	
46.3808	2.193	230.78	
46.4502	2.193	230.785	
46.4838	2.193	230.79	
46.4944	2.193	230.795	
46.4986	2.193	230.8	
46.5049	2.192	230.805	
46.4944	2.192	230.81	
46.4186	2.192	230.815	
46.3387	2.192	230.82	
46.223	2.192	230.825	
46.1115	2.192	230.83	
46.0463	2.192	230.835	
45.9979	2.192	230.84	
45.9684	2.192	230.845	
45.9621	2.192	230.85	
45.9874	2.192	230.855	
46.0252	2.192	230.86	
46.0757	2.192	230.865	
46.1346	2.192	230.87	
46.1578	2.192	230.875	
46.1809	2.192	230.88	
46.2062	2.192	230.885	
46.2104	2.192	230.89	
46.2209	2.192	230.895	
46.2293	2.192	230.9	
46.2608	2.191	230.905	
46.2693	2.191	230.91	
46.2209	2.191	230.915	
46.1262	2.191	230.92	
46.0021	2.191	230.925	
45.8969	2.191	230.93	
45.8107	2.191	230.935	
45.7602	2.191	230.94	
45.7539	2.191	230.945	
45.7749	2.191	230.95	
45.7938	2.191	230.955	
45.8275	2.191	230.96	
45.8548	2.191	230.965	
45.8864	2.191	230.97	
45.9116	2.191	230.975	
45.9348	2.191	230.98	
45.9663	2.191	230.985	
45.9747	2.191	230.99	
46.0084	2.191	230.995	
46.0231	2.191	231	
46.0505	2.19	231.005	
46.0631	2.19	231.01	
46.0379	2.19	231.015	
45.9579	2.19	231.02	
45.8485	2.19	231.025	
45.7581	2.19	231.03	
45.676	2.19	231.035	
45.6508	2.19	231.04	
45.6297	2.19	231.045	
45.6339	2.19	231.05	
45.6592	2.19	231.055	
45.6907	2.19	231.06	
45.7097	2.19	231.065	
45.7475	2.19	231.07	
45.7707	2.19	231.075	
45.7812	2.19	231.08	
45.8128	2.19	231.085	
45.8296	2.19	231.09	
45.8506	2.19	231.095	
45.8738	2.19	231.1	
45.9032	2.189	231.105	
45.9116	2.189	231.11	
45.8527	2.189	231.115	
45.7812	2.189	231.12	
45.6592	2.189	231.125	
45.5561	2.189	231.13	
45.4825	2.189	231.135	
45.4362	2.189	231.14	
45.4067	2.189	231.145	
45.4194	2.189	231.15	
45.4467	2.189	231.155	
45.4825	2.189	231.16	
45.5119	2.189	231.165	
45.5372	2.189	231.17	
45.5834	2.189	231.175	
45.6066	2.189	231.18	
45.6445	2.189	231.185	
45.6634	2.189	231.19	
45.6823	2.189	231.195	
45.6844	2.189	231.2	
45.7013	2.188	231.205	
45.6739	2.188	231.21	
45.6213	2.188	231.215	
45.5414	2.188	231.22	
45.4446	2.188	231.225	
45.3584	2.188	231.23	
45.2742	2.188	231.235	
45.2216	2.188	231.24	
45.1964	2.188	231.245	
45.1985	2.188	231.25	
45.2279	2.188	231.255	
45.2679	2.188	231.26	
45.3037	2.188	231.265	
45.3478	2.188	231.27	
45.371	2.188	231.275	
45.4004	2.188	231.28	
45.4088	2.188	231.285	
45.4257	2.188	231.29	
45.4173	2.188	231.295	
45.4446	2.188	231.3	
45.453	2.187	231.305	
45.4698	2.187	231.31	
45.4067	2.187	231.315	
45.3142	2.187	231.32	
45.2174	2.187	231.325	
45.0849	2.187	231.33	
44.9734	2.187	231.335	
44.9271	2.187	231.34	
44.8976	2.187	231.345	
44.8871	2.187	231.35	
44.9145	2.187	231.355	
44.9439	2.187	231.36	
45.0007	2.187	231.365	
45.0512	2.187	231.37	
45.1038	2.187	231.375	
45.1438	2.187	231.38	
45.1669	2.187	231.385	
45.1943	2.187	231.39	
45.209	2.187	231.395	
45.1985	2.187	231.4	
45.1985	2.186	231.405	
45.1922	2.186	231.41	
45.1122	2.186	231.415	
45.0133	2.186	231.42	
44.8745	2.186	231.425	
44.7546	2.186	231.43	
44.6873	2.186	231.435	
44.641	2.186	231.44	
44.6157	2.186	231.445	
44.6136	2.186	231.45	
44.641	2.186	231.455	
44.6683	2.186	231.46	
44.6957	2.186	231.465	
44.7356	2.186	231.47	
44.8051	2.186	231.475	
44.8219	2.186	231.48	
44.8493	2.186	231.485	
44.8598	2.186	231.49	
44.8955	2.186	231.495	
44.8955	2.186	231.5	
44.8934	2.185	231.505	
44.8913	2.185	231.51	
44.8282	2.185	231.515	
44.742	2.185	231.52	
44.6368	2.185	231.525	
44.5568	2.185	231.53	
44.479	2.185	231.535	
44.4516	2.185	231.54	
44.4369	2.185	231.545	
44.4369	2.185	231.55	
44.4516	2.185	231.555	
44.4853	2.185	231.56	
44.5063	2.185	231.565	
44.5337	2.185	231.57	
44.5674	2.185	231.575	
44.5926	2.185	231.58	
44.6178	2.185	231.585	
44.641	2.185	231.59	
44.6725	2.185	231.595	
44.702	2.185	231.6	
44.7335	2.184	231.605	
44.7293	2.184	231.61	
44.6831	2.184	231.615	
44.5989	2.184	231.62	
44.5211	2.184	231.625	
44.4159	2.184	231.63	
44.3675	2.184	231.635	
44.3149	2.184	231.64	
44.277	2.184	231.645	
44.2876	2.184	231.65	
44.296	2.184	231.655	
44.3296	2.184	231.66	
44.3612	2.184	231.665	
44.3927	2.184	231.67	
44.4222	2.184	231.675	
44.4538	2.184	231.68	
44.4601	2.184	231.685	
44.4874	2.184	231.69	
44.4958	2.184	231.695	
44.5127	2.184	231.7	
44.5379	2.183	231.705	
44.5568	2.183	231.71	
44.5042	2.183	231.715	
44.4369	2.183	231.72	
44.3254	2.183	231.725	
44.2329	2.183	231.73	
44.1529	2.183	231.735	
44.1172	2.183	231.74	
44.1172	2.183	231.745	
44.1382	2.183	231.75	
44.1803	2.183	231.755	
44.2265	2.183	231.76	
44.2455	2.183	231.765	
44.2644	2.183	231.77	
44.2686	2.183	231.775	
44.2791	2.183	231.78	
44.3002	2.183	231.785	
44.3254	2.183	231.79	
44.3507	2.183	231.795	
44.3759	2.183	231.8	
44.3948	2.182	231.805	
44.397	2.182	231.81	
44.338	2.182	231.815	
44.2287	2.182	231.82	
44.1235	2.182	231.825	
44.0141	2.182	231.83	
43.9573	2.182	231.835	
43.9215	2.182	231.84	
43.9131	2.182	231.845	
43.9362	2.182	231.85	
43.9615	2.182	231.855	
43.9867	2.182	231.86	
43.9972	2.182	231.865	
44.0309	2.182	231.87	
44.0604	2.182	231.875	
44.0877	2.182	231.88	
44.1361	2.182	231.885	
44.1634	2.182	231.89	
44.1719	2.182	231.895	
44.1908	2.182	231.9	
44.1992	2.181	231.905	
44.1803	2.181	231.91	
44.1256	2.181	231.915	
44.0162	2.181	231.92	
43.9152	2.181	231.925	
43.7995	2.181	231.93	
43.728	2.181	231.935	
43.6838	2.181	231.94	
43.6628	2.181	231.945	
43.6606	2.181	231.95	
43.7048	2.181	231.955	
43.7511	2.181	231.96	
43.7848	2.181	231.965	
43.8163	2.181	231.97	
43.8605	2.181	231.975	
43.8689	2.181	231.98	
43.8815	2.181	231.985	
43.9173	2.181	231.99	
43.9257	2.181	231.995	
43.9278	2.181	232	
43.9425	2.18	232.005	
43.9425	2.18	232.01	
43.8815	2.18	232.015	
43.7911	2.18	232.02	
43.6859	2.18	232.025	
43.5954	2.18	232.03	
43.5407	2.18	232.035	
43.4924	2.18	232.04	
43.4461	2.18	232.045	
43.4271	2.18	232.05	
43.4229	2.18	232.055	
43.4313	2.18	232.06	
43.4587	2.18	232.065	
43.5071	2.18	232.07	
43.5681	2.18	232.075	
43.6228	2.18	232.08	
43.6775	2.18	232.085	
43.7196	2.18	232.09	
43.7385	2.18	232.095	
43.7511	2.18	232.1	
43.7322	2.179	232.105	
43.7174	2.179	232.11	
43.6501	2.179	232.115	
43.5428	2.179	232.12	
43.4145	2.179	232.125	
43.3198	2.179	232.13	
43.2378	2.179	232.135	
43.1515	2.179	232.14	
43.1095	2.179	232.145	
43.1158	2.179	232.15	
43.1326	2.179	232.155	
43.1915	2.179	232.16	
43.2525	2.179	232.165	
43.3177	2.179	232.17	
43.3598	2.179	232.175	
43.3977	2.179	232.18	
43.4229	2.179	232.185	
43.4334	2.179	232.19	
43.4313	2.179	232.195	
43.425	2.179	232.2	
43.4398	2.178	232.205	
43.4419	2.178	232.21	
43.404	2.178	232.215	
43.3262	2.178	232.22	
43.2357	2.178	232.225	
43.1621	2.178	232.23	
43.1116	2.178	232.235	
43.0884	2.178	232.24	
43.0674	2.178	232.245	
43.0821	2.178	232.25	
43.1137	2.178	232.255	
43.1347	2.178	232.26	
43.16	2.178	232.265	
43.1789	2.178	232.27	
43.2147	2.178	232.275	
43.2441	2.178	232.28	
43.2567	2.178	232.285	
43.2673	2.178	232.29	
43.2694	2.178	232.295	
43.2694	2.178	232.3	
43.2799	2.177	232.305	
43.2883	2.177	232.31	
43.2357	2.177	232.315	
43.181	2.177	232.32	
43.1011	2.177	232.325	
43.0064	2.177	232.33	
42.9433	2.177	232.335	
42.8823	2.177	232.34	
42.8444	2.177	232.345	
42.8318	2.177	232.35	
42.8612	2.177	232.355	
42.9033	2.177	232.36	
42.9517	2.177	232.365	
43.0001	2.177	232.37	
43.0506	2.177	232.375	
43.0737	2.177	232.38	
43.0842	2.177	232.385	
43.0926	2.177	232.39	
43.099	2.177	232.395	
43.1011	2.177	232.4	
43.1221	2.176	232.405	
43.1053	2.176	232.41	
43.0548	2.176	232.415	
42.9643	2.176	232.42	
42.8844	2.176	232.425	
42.8002	2.176	232.43	
42.7266	2.176	232.435	
42.7014	2.176	232.44	
42.7014	2.176	232.445	
42.7287	2.176	232.45	
42.7855	2.176	232.455	
42.8234	2.176	232.46	
42.8339	2.176	232.465	
42.8633	2.176	232.47	
42.8907	2.176	232.475	
42.8907	2.176	232.48	
42.9201	2.176	232.485	
42.9475	2.176	232.49	
42.9643	2.176	232.495	
42.9811	2.176	232.5	
42.9643	2.175	232.505	
42.9412	2.175	232.51	
42.8675	2.175	232.515	
42.7729	2.175	232.52	
42.6635	2.175	232.525	
42.5877	2.175	232.53	
42.5457	2.175	232.535	
42.5478	2.175	232.54	
42.5436	2.175	232.545	
42.5562	2.175	232.55	
42.592	2.175	232.555	
42.6067	2.175	232.56	
42.6319	2.175	232.565	
42.6593	2.175	232.57	
42.6698	2.175	232.575	
42.7014	2.175	232.58	
42.7182	2.175	232.585	
42.7308	2.175	232.59	
42.7434	2.175	232.595	
42.7392	2.175	232.6	
42.7455	2.174	232.605	
42.735	2.174	232.61	
42.6866	2.174	232.615	
42.6256	2.174	232.62	
42.512	2.174	232.625	
42.4216	2.174	232.63	
42.3521	2.174	232.635	
42.2932	2.174	232.64	
42.2806	2.174	232.645	
42.2701	2.174	232.65	
42.2953	2.174	232.655	
42.3395	2.174	232.66	
42.3521	2.174	232.665	
42.4005	2.174	232.67	
42.4342	2.174	232.675	
42.4657	2.174	232.68	
42.4826	2.174	232.685	
42.5036	2.174	232.69	
42.5183	2.174	232.695	
42.5162	2.174	232.7	
42.5373	2.173	232.705	
42.5394	2.173	232.71	
42.4763	2.173	232.715	
42.3753	2.173	232.72	
42.2701	2.173	232.725	
42.1712	2.173	232.73	
42.0829	2.173	232.735	
42.024	2.173	232.74	
42.0092	2.173	232.745	
42.0134	2.173	232.75	
42.045	2.173	232.755	
42.0871	2.173	232.76	
42.1186	2.173	232.765	
42.1691	2.173	232.77	
42.1986	2.173	232.775	
42.2217	2.173	232.78	
42.2259	2.173	232.785	
42.2175	2.173	232.79	
42.2343	2.173	232.795	
42.2491	2.173	232.8	
42.268	2.172	232.805	
42.2701	2.172	232.81	
42.2301	2.172	232.815	
42.1628	2.172	232.82	
42.0723	2.172	232.825	
41.9693	2.172	232.83	
41.9019	2.172	232.835	
41.8578	2.172	232.84	
41.8283	2.172	232.845	
41.8325	2.172	232.85	
41.8788	2.172	232.855	
41.9356	2.172	232.86	
41.9672	2.172	232.865	
41.984	2.172	232.87	
42.005	2.172	232.875	
42.0261	2.172	232.88	
42.0113	2.172	232.885	
42.0218	2.172	232.89	
42.0408	2.172	232.895	
42.0871	2.172	232.9	
42.1165	2.171	232.905	
42.1249	2.171	232.91	
42.0765	2.171	232.915	
41.9966	2.171	232.92	
41.8641	2.171	232.925	
41.7715	2.171	232.93	
41.6853	2.171	232.935	
41.66	2.171	232.94	
41.6663	2.171	232.945	
41.6747	2.171	232.95	
41.7126	2.171	232.955	
41.7484	2.171	232.96	
41.7904	2.171	232.965	
41.7968	2.171	232.97	
41.8157	2.171	232.975	
41.8262	2.171	232.98	
41.8578	2.171	232.985	
41.8809	2.171	232.99	
41.9335	2.171	232.995	
41.9629	2.171	233	
41.9629	2.17	233.005	
41.9587	2.17	233.01	
41.8935	2.17	233.015	
41.8031	2.17	233.02	
41.7273	2.17	233.025	
41.6537	2.17	233.03	
41.6053	2.17	233.035	
41.5822	2.17	233.04	
41.5969	2.17	233.045	
41.5885	2.17	233.05	
41.6116	2.17	233.055	
41.6095	2.17	233.06	
41.6242	2.17	233.065	
41.6411	2.17	233.07	
41.6621	2.17	233.075	
41.7	2.17	233.08	
41.7505	2.17	233.085	
41.7841	2.17	233.09	
41.8157	2.17	233.095	
41.8388	2.17	233.1	
41.8241	2.169	233.105	
41.7989	2.169	233.11	
41.7147	2.169	233.115	
41.6327	2.169	233.12	
41.5338	2.169	233.125	
41.4686	2.169	233.13	
41.4181	2.169	233.135	
41.4013	2.169	233.14	
41.4181	2.169	233.145	
41.4076	2.169	233.15	
41.4097	2.169	233.155	
41.4244	2.169	233.16	
41.4412	2.169	233.165	
41.4791	2.169	233.17	
41.5064	2.169	233.175	
41.5527	2.169	233.18	
41.6011	2.169	233.185	
41.6221	2.169	233.19	
41.6411	2.169	233.195	
41.639	2.169	233.2	
41.6263	2.168	233.205	
41.5843	2.168	233.21	
41.5043	2.168	233.215	
41.4244	2.168	233.22	
41.3613	2.168	233.225	
41.3171	2.168	233.23	
41.2813	2.168	233.235	
41.2666	2.168	233.24	
41.2393	2.168	233.245	
41.2266	2.168	233.25	
41.2182	2.168	233.255	
41.2351	2.168	233.26	
41.2561	2.168	233.265	
41.3108	2.168	233.27	
41.3529	2.168	233.275	
41.3865	2.168	233.28	
41.4244	2.168	233.285	
41.4244	2.168	233.29	
41.4223	2.168	233.295	
41.4139	2.168	233.3	
41.3844	2.167	233.305	
41.3781	2.167	233.31	
41.3234	2.167	233.315	
41.2666	2.167	233.32	
41.1719	2.167	233.325	
41.0941	2.167	233.33	
41.0415	2.167	233.335	
41.0079	2.167	233.34	
40.9679	2.167	233.345	
40.9658	2.167	233.35	
40.9658	2.167	233.355	
40.9931	2.167	233.36	
41.0247	2.167	233.365	
41.0773	2.167	233.37	
41.1257	2.167	233.375	
41.1635	2.167	233.38	
41.1783	2.167	233.385	
41.1846	2.167	233.39	
41.1846	2.167	233.395	
41.174	2.167	233.4	
41.1804	2.166	233.405	
41.1825	2.166	233.41	
41.1488	2.166	233.415	
41.071	2.166	233.42	
40.9994	2.166	233.425	
40.8964	2.166	233.43	
40.808	2.166	233.435	
40.7365	2.166	233.44	
40.6797	2.166	233.445	
40.6649	2.166	233.45	
40.6692	2.166	233.455	
40.7281	2.166	233.46	
40.7807	2.166	233.465	
40.829	2.166	233.47	
40.8795	2.166	233.475	
40.909	2.166	233.48	
40.9111	2.166	233.485	
40.9237	2.166	233.49	
40.9258	2.166	233.495	
40.9468	2.166	233.5	
40.9574	2.165	233.505	
40.9826	2.165	233.51	
40.9595	2.165	233.515	
40.8732	2.165	233.52	
40.7828	2.165	233.525	
40.6734	2.165	233.53	
40.5724	2.165	233.535	
40.5177	2.165	233.54	
40.4988	2.165	233.545	
40.5282	2.165	233.55	
40.5598	2.165	233.555	
40.6208	2.165	233.56	
40.6713	2.165	233.565	
40.6839	2.165	233.57	
40.7112	2.165	233.575	
40.7049	2.165	233.58	
40.686	2.165	233.585	
40.6965	2.165	233.59	
40.7365	2.165	233.595	
40.8017	2.165	233.6	
40.8459	2.164	233.605	
40.8816	2.164	233.61	
40.8375	2.164	233.615	
40.7428	2.164	233.62	
40.6166	2.164	233.625	
40.5051	2.164	233.63	
40.442	2.164	233.635	
40.3957	2.164	233.64	
40.402	2.164	233.645	
40.4272	2.164	233.65	
40.4609	2.164	233.655	
40.4861	2.164	233.66	
40.5009	2.164	233.665	
40.503	2.164	233.67	
40.5177	2.164	233.675	
40.5324	2.164	233.68	
40.5556	2.164	233.685	
40.5808	2.164	233.69	
40.6397	2.164	233.695	
40.6923	2.164	233.7	
40.7154	2.163	233.705	
40.707	2.163	233.71	
40.6439	2.163	233.715	
40.5324	2.163	233.72	
40.4125	2.163	233.725	
40.3178	2.163	233.73	
40.2442	2.163	233.735	
40.2253	2.163	233.74	
40.2421	2.163	233.745	
40.2905	2.163	233.75	
40.3262	2.163	233.755	
40.3431	2.163	233.76	
40.3641	2.163	233.765	
40.3641	2.163	233.77	
40.3873	2.163	233.775	
40.3999	2.163	233.78	
40.442	2.163	233.785	
40.484	2.163	233.79	
40.5135	2.163	233.795	
40.5261	2.163	233.8	
40.5219	2.162	233.805	
40.5114	2.162	233.81	
40.4377	2.162	233.815	
40.3578	2.162	233.82	
40.2716	2.162	233.825	
40.2	2.162	233.83	
40.1769	2.162	233.835	
40.1516	2.162	233.84	
40.1453	2.162	233.845	
40.1348	2.162	233.85	
40.1348	2.162	233.855	
40.1516	2.162	233.86	
40.1685	2.162	233.865	
40.1979	2.162	233.87	
40.2379	2.162	233.875	
40.2905	2.162	233.88	
40.322	2.162	233.885	
40.3262	2.162	233.89	
40.3199	2.162	233.895	
40.3115	2.162	233.9	
40.3031	2.161	233.905	
40.2716	2.161	233.91	
40.2126	2.161	233.915	
40.1558	2.161	233.92	
40.099	2.161	233.925	
40.0107	2.161	233.93	
39.956	2.161	233.935	
39.9118	2.161	233.94	
39.8697	2.161	233.945	
39.8803	2.161	233.95	
39.8845	2.161	233.955	
39.935	2.161	233.96	
39.9749	2.161	233.965	
40.0338	2.161	233.97	
40.0612	2.161	233.975	
40.0927	2.161	233.98	
40.1096	2.161	233.985	
40.099	2.161	233.99	
40.0969	2.161	233.995	
40.0969	2.161	234	
40.1096	2.16	234.005	
40.1117	2.16	234.01	
40.0717	2.16	234.015	
39.9791	2.16	234.02	
39.8908	2.16	234.025	
39.7835	2.16	234.03	
39.7099	2.16	234.035	
39.6573	2.16	234.04	
39.6341	2.16	234.045	
39.6531	2.16	234.05	
39.6762	2.16	234.055	
39.712	2.16	234.06	
39.754	2.16	234.065	
39.7772	2.16	234.07	
39.8108	2.16	234.075	
39.8508	2.16	234.08	
39.8739	2.16	234.085	
39.9097	2.16	234.09	
39.9307	2.16	234.095	
39.9329	2.16	234.1	
39.9476	2.159	234.105	
39.9307	2.159	234.11	
39.8613	2.159	234.115	
39.7646	2.159	234.12	
39.6446	2.159	234.125	
39.5395	2.159	234.13	
39.4637	2.159	234.135	
39.409	2.159	234.14	
39.3964	2.159	234.145	
39.4132	2.159	234.15	
39.449	2.159	234.155	
39.4869	2.159	234.16	
39.5037	2.159	234.165	
39.5352	2.159	234.17	
39.5542	2.159	234.175	
39.5794	2.159	234.18	
39.6089	2.159	234.185	
39.6594	2.159	234.19	
39.7078	2.159	234.195	
39.7667	2.159	234.2	
39.7877	2.158	234.205	
39.7835	2.158	234.21	
39.6993	2.158	234.215	
39.5773	2.158	234.22	
39.4679	2.158	234.225	
39.3648	2.158	234.23	
39.2996	2.158	234.235	
39.2954	2.158	234.24	
39.3249	2.158	234.245	
39.3838	2.158	234.25	
39.409	2.158	234.255	
39.4343	2.158	234.26	
39.4216	2.158	234.265	
39.4069	2.158	234.27	
39.4111	2.158	234.275	
39.4259	2.158	234.28	
39.4806	2.158	234.285	
39.531	2.158	234.29	
39.5878	2.158	234.295	
39.6299	2.158	234.3	
39.6299	2.157	234.305	
39.5815	2.157	234.31	
39.4827	2.157	234.315	
39.3606	2.157	234.32	
39.2491	2.157	234.325	
39.2008	2.157	234.33	
39.186	2.157	234.335	
39.1839	2.157	234.34	
39.205	2.157	234.345	
39.2218	2.157	234.35	
39.2239	2.157	234.355	
39.2386	2.157	234.36	
39.2239	2.157	234.365	
39.2428	2.157	234.37	
39.2618	2.157	234.375	
39.327	2.157	234.38	
39.3712	2.157	234.385	
39.4216	2.157	234.39	
39.4259	2.157	234.395	
39.4427	2.157	234.4	
39.4406	2.156	234.405	
39.3775	2.156	234.41	
39.3102	2.156	234.415	
39.2344	2.156	234.42	
39.1482	2.156	234.425	
39.0893	2.156	234.43	
39.0577	2.156	234.435	
39.0661	2.156	234.44	
39.0682	2.156	234.445	
39.0787	2.156	234.45	
39.0893	2.156	234.455	
39.1019	2.156	234.46	
39.1145	2.156	234.465	
39.1461	2.156	234.47	
39.1755	2.156	234.475	
39.2344	2.156	234.48	
39.2681	2.156	234.485	
39.2891	2.156	234.49	
39.2891	2.156	234.495	
39.2576	2.156	234.5	
39.2323	2.155	234.505	
39.2134	2.155	234.51	
39.1524	2.155	234.515	
39.0998	2.155	234.52	
39.024	2.155	234.525	
38.9672	2.155	234.53	
38.9504	2.155	234.535	
38.9189	2.155	234.54	
38.8873	2.155	234.545	
38.8789	2.155	234.55	
38.8684	2.155	234.555	
38.9041	2.155	234.56	
38.942	2.155	234.565	
39.0051	2.155	234.57	
39.0808	2.155	234.575	
39.104	2.155	234.58	
39.1019	2.155	234.585	
39.0787	2.155	234.59	
39.0556	2.155	234.595	
39.0177	2.155	234.6	
39.0261	2.154	234.605	
39.024	2.154	234.61	
38.9904	2.154	234.615	
38.9588	2.154	234.62	
38.8936	2.154	234.625	
38.8116	2.154	234.63	
38.7274	2.154	234.635	
38.6517	2.154	234.64	
38.6117	2.154	234.645	
38.6033	2.154	234.65	
38.6454	2.154	234.655	
38.7085	2.154	234.66	
38.7758	2.154	234.665	
38.8347	2.154	234.67	
38.8684	2.154	234.675	
38.881	2.154	234.68	
38.8621	2.154	234.685	
38.841	2.154	234.69	
38.8347	2.154	234.695	
38.8494	2.154	234.7	
38.8705	2.153	234.705	
38.9062	2.153	234.71	
38.8747	2.153	234.715	
38.7968	2.153	234.72	
38.6896	2.153	234.725	
38.5696	2.153	234.73	
38.4792	2.153	234.735	
38.4266	2.153	234.74	
38.3929	2.153	234.745	
38.4182	2.153	234.75	
38.4539	2.153	234.755	
38.5213	2.153	234.76	
38.5696	2.153	234.765	
38.5991	2.153	234.77	
38.6306	2.153	234.775	
38.6328	2.153	234.78	
38.637	2.153	234.785	
38.6517	2.153	234.79	
38.6727	2.153	234.795	
38.6959	2.153	234.8	
38.7253	2.152	234.805	
38.7316	2.152	234.81	
38.6706	2.152	234.815	
38.576	2.152	234.82	
38.4371	2.152	234.825	
38.3445	2.152	234.83	
38.2688	2.152	234.835	
38.2562	2.152	234.84	
38.2709	2.152	234.845	
38.3193	2.152	234.85	
38.3614	2.152	234.855	
38.4013	2.152	234.86	
38.4329	2.152	234.865	
38.4224	2.152	234.87	
38.4329	2.152	234.875	
38.435	2.152	234.88	
38.4434	2.152	234.885	
38.4897	2.152	234.89	
38.5213	2.152	234.895	
38.5717	2.152	234.9	
38.5949	2.151	234.905	
38.5928	2.151	234.91	
38.4939	2.151	234.915	
38.4013	2.151	234.92	
38.2835	2.151	234.925	
38.1847	2.151	234.93	
38.1363	2.151	234.935	
38.1573	2.151	234.94	
38.1594	2.151	234.945	
38.1952	2.151	234.95	
38.2078	2.151	234.955	
38.2267	2.151	234.96	
38.2246	2.151	234.965	
38.2288	2.151	234.97	
38.2604	2.151	234.975	
38.2877	2.151	234.98	
38.3551	2.151	234.985	
38.3824	2.151	234.99	
38.4224	2.151	234.995	
38.4266	2.151	235	
38.4077	2.15	235.005	
38.3803	2.15	235.01	
38.3004	2.15	235.015	
38.2225	2.15	235.02	
38.1552	2.15	235.025	
38.1026	2.15	235.03	
38.0837	2.15	235.035	
38.0647	2.15	235.04	
38.0563	2.15	235.045	
38.0795	2.15	235.05	
38.0816	2.15	235.055	
38.1026	2.15	235.06	
38.1363	2.15	235.065	
38.1699	2.15	235.07	
38.1994	2.15	235.075	
38.2204	2.15	235.08	
38.233	2.15	235.085	
38.2394	2.15	235.09	
38.233	2.15	235.095	
38.2225	2.15	235.1	
38.2204	2.149	235.105	
38.2078	2.149	235.11	
38.1636	2.149	235.115	
38.1152	2.149	235.12	
38.0395	2.149	235.125	
37.9764	2.149	235.13	
37.9301	2.149	235.135	
37.928	2.149	235.14	
37.8943	2.149	235.145	
37.9175	2.149	235.15	
37.9364	2.149	235.155	
37.9469	2.149	235.16	
37.9785	2.149	235.165	
38.0101	2.149	235.17	
38.0416	2.149	235.175	
38.069	2.149	235.18	
38.0837	2.149	235.185	
38.0879	2.149	235.19	
38.0879	2.149	235.195	
38.0795	2.149	235.2	
38.0858	2.148	235.205	
38.0732	2.148	235.21	
38.0395	2.148	235.215	
37.9743	2.148	235.22	
37.9091	2.148	235.225	
37.8312	2.148	235.23	
37.7807	2.148	235.235	
37.745	2.148	235.24	
37.7324	2.148	235.245	
37.745	2.148	235.25	
37.7786	2.148	235.255	
37.8165	2.148	235.26	
37.8775	2.148	235.265	
37.8922	2.148	235.27	
37.9175	2.148	235.275	
37.9175	2.148	235.28	
37.9238	2.148	235.285	
37.9091	2.148	235.29	
37.9175	2.148	235.295	
37.9133	2.148	235.3	
37.9175	2.147	235.305	
37.9322	2.147	235.31	
37.8838	2.147	235.315	
37.7976	2.147	235.32	
37.7092	2.147	235.325	
37.6293	2.147	235.33	
37.5767	2.147	235.335	
37.5367	2.147	235.34	
37.5346	2.147	235.345	
37.562	2.147	235.35	
37.5851	2.147	235.355	
37.6124	2.147	235.36	
37.623	2.147	235.365	
37.6545	2.147	235.37	
37.6629	2.147	235.375	
37.6945	2.147	235.38	
37.7134	2.147	235.385	
37.7282	2.147	235.39	
37.7576	2.147	235.395	
37.7702	2.147	235.4	
37.7955	2.146	235.405	
37.7807	2.146	235.41	
37.6987	2.146	235.415	
37.604	2.146	235.42	
37.5304	2.146	235.425	
37.4357	2.146	235.43	
37.3747	2.146	235.435	
37.3305	2.146	235.44	
37.3158	2.146	235.445	
37.3095	2.146	235.45	
37.339	2.146	235.455	
