gel1_I_3mm1	gel1_I_3mm1	gel1_I_3mm1	
2.16263	1.198	119.9	
2.01116	1.199	119.905	
1.88704	1.199	119.91	
2.02588	1.199	119.915	
2.13317	1.199	119.92	
1.93122	1.199	119.925	
1.80499	1.199	119.93	
2.00274	1.199	119.935	
2.15842	1.199	119.94	
1.99854	1.199	119.945	
1.88073	1.199	119.95	
2.0364	1.199	119.955	
2.13738	1.199	119.96	
1.9754	1.199	119.965	
1.87021	1.199	119.97	
2.03009	1.199	119.975	
2.17314	1.199	119.98	
2.05534	1.199	119.985	
1.95646	1.199	119.99	
2.07637	1.199	119.995	
2.16683	1.199	120	
1.99643	1.2	120.005	
1.87652	1.2	120.01	
2.01957	1.2	120.015	
2.13107	1.2	120.02	
1.99854	1.2	120.025	
1.89756	1.2	120.03	
2.05323	1.2	120.035	
2.15	1.2	120.04	
1.99643	1.2	120.045	
1.87652	1.2	120.05	
2.00695	1.2	120.055	
2.12266	1.2	120.06	
1.99433	1.2	120.065	
1.91018	1.2	120.07	
2.05744	1.2	120.075	
2.16683	1.2	120.08	
2.0322	1.2	120.085	
1.92701	1.2	120.09	
2.05113	1.2	120.095	
2.1479	1.2	120.1	
1.99643	1.201	120.105	
1.9207	1.201	120.11	
2.07427	1.201	120.115	
2.15211	1.201	120.12	
1.96488	1.201	120.125	
1.85969	1.201	120.13	
2.02168	1.201	120.135	
2.12476	1.201	120.14	
1.95857	1.201	120.145	
1.866	1.201	120.15	
2.03851	1.201	120.155	
2.15421	1.201	120.16	
2.00695	1.201	120.165	
1.89545	1.201	120.17	
2.05113	1.201	120.175	
2.14159	1.201	120.18	
2.00695	1.201	120.185	
1.90597	1.201	120.19	
2.03851	1.201	120.195	
2.15842	1.201	120.2	
2.02378	1.202	120.205	
1.93753	1.202	120.21	
2.05954	1.202	120.215	
2.12897	1.202	120.22	
1.92911	1.202	120.225	
1.81762	1.202	120.23	
2.00695	1.202	120.235	
2.13317	1.202	120.24	
1.98591	1.202	120.245	
1.90176	1.202	120.25	
2.07637	1.202	120.255	
2.15	1.202	120.26	
1.96908	1.202	120.265	
1.86179	1.202	120.27	
2.03009	1.202	120.275	
2.15	1.202	120.28	
2.00064	1.202	120.285	
1.90387	1.202	120.29	
2.05113	1.202	120.295	
2.15211	1.202	120.3	
1.99643	1.203	120.305	
1.89545	1.203	120.31	
2.06165	1.203	120.315	
2.13949	1.203	120.32	
1.94174	1.203	120.325	
1.82182	1.203	120.33	
2.02588	1.203	120.335	
2.1458	1.203	120.34	
1.99222	1.203	120.345	
1.87442	1.203	120.35	
2.02168	1.203	120.355	
2.12476	1.203	120.36	
1.96698	1.203	120.365	
1.87862	1.203	120.37	
2.06165	1.203	120.375	
2.18787	1.203	120.38	
2.0364	1.203	120.385	
1.94384	1.203	120.39	
2.06796	1.203	120.395	
2.11634	1.203	120.4	
1.93542	1.204	120.405	
1.84707	1.204	120.41	
2.06586	1.204	120.415	
2.22363	1.204	120.42	
2.04482	1.204	120.425	
1.94174	1.204	120.43	
2.10793	1.204	120.435	
2.16894	1.204	120.44	
1.92701	1.204	120.445	
1.78816	1.204	120.45	
1.95646	1.204	120.455	
2.10583	1.204	120.46	
1.98802	1.204	120.465	
1.94384	1.204	120.47	
2.16683	1.204	120.475	
2.25309	1.204	120.48	
2.05113	1.204	120.485	
1.87862	1.204	120.49	
2.00485	1.204	120.495	
2.0911	1.204	120.5	
1.94174	1.205	120.505	
1.89335	1.205	120.51	
2.13317	1.205	120.515	
2.27202	1.205	120.52	
2.02168	1.205	120.525	
1.85969	1.205	120.53	
2.01747	1.205	120.535	
2.07848	1.205	120.54	
1.866	1.205	120.545	
1.75871	1.205	120.55	
2.02588	1.205	120.555	
2.20891	1.205	120.56	
2.07427	1.205	120.565	
1.9754	1.205	120.57	
2.14369	1.205	120.575	
2.2026	1.205	120.58	
1.98802	1.205	120.585	
1.81341	1.205	120.59	
1.96698	1.205	120.595	
2.10793	1.205	120.6	
1.98802	1.206	120.605	
1.93122	1.206	120.61	
2.13949	1.206	120.615	
2.23415	1.206	120.62	
1.99433	1.206	120.625	
1.84286	1.206	120.63	
2.02168	1.206	120.635	
2.1458	1.206	120.64	
1.97119	1.206	120.645	
1.85759	1.206	120.65	
2.08058	1.206	120.655	
2.25098	1.206	120.66	
2.07427	1.206	120.665	
1.90176	1.206	120.67	
2.02378	1.206	120.675	
2.13738	1.206	120.68	
1.9796	1.206	120.685	
1.87231	1.206	120.69	
2.04271	1.206	120.695	
2.20891	1.206	120.7	
2.08479	1.207	120.705	
1.98381	1.207	120.71	
2.14159	1.207	120.715	
2.23205	1.207	120.72	
1.98381	1.207	120.725	
1.81762	1.207	120.73	
1.95436	1.207	120.735	
2.11003	1.207	120.74	
1.98381	1.207	120.745	
1.89756	1.207	120.75	
2.07848	1.207	120.755	
2.22995	1.207	120.76	
2.05954	1.207	120.765	
1.89545	1.207	120.77	
1.99012	1.207	120.775	
2.11003	1.207	120.78	
1.95857	1.207	120.785	
1.88914	1.207	120.79	
2.06375	1.207	120.795	
2.21101	1.207	120.8	
2.08058	1.208	120.805	
1.91649	1.208	120.81	
2.0322	1.208	120.815	
2.11845	1.208	120.82	
1.93963	1.208	120.825	
1.8092	1.208	120.83	
1.98802	1.208	120.835	
2.18577	1.208	120.84	
2.07848	1.208	120.845	
1.95857	1.208	120.85	
2.05744	1.208	120.855	
2.14159	1.208	120.86	
2.01326	1.208	120.865	
1.87652	1.208	120.87	
2.00905	1.208	120.875	
2.15	1.208	120.88	
2.05744	1.208	120.885	
1.93963	1.208	120.89	
2.05323	1.208	120.895	
2.1458	1.208	120.9	
2.00274	1.209	120.905	
1.89966	1.209	120.91	
2.04271	1.209	120.915	
2.16263	1.209	120.92	
2.02378	1.209	120.925	
1.91018	1.209	120.93	
2.09531	1.209	120.935	
2.19839	1.209	120.94	
2.05744	1.209	120.945	
1.93332	1.209	120.95	
2.04271	1.209	120.955	
2.12897	1.209	120.96	
1.9754	1.209	120.965	
1.86811	1.209	120.97	
1.98171	1.209	120.975	
2.12686	1.209	120.98	
2.00485	1.209	120.985	
1.91018	1.209	120.99	
2.01957	1.209	120.995	
2.11845	1.209	121	
2.02378	1.21	121.005	
1.94174	1.21	121.01	
2.11845	1.21	121.015	
2.21101	1.21	121.02	
2.04271	1.21	121.025	
1.9228	1.21	121.03	
2.07848	1.21	121.035	
2.18156	1.21	121.04	
2.01116	1.21	121.045	
1.89125	1.21	121.05	
2.01747	1.21	121.055	
2.12266	1.21	121.06	
1.98171	1.21	121.065	
1.87442	1.21	121.07	
2.0343	1.21	121.075	
2.13317	1.21	121.08	
2.02168	1.21	121.085	
1.90808	1.21	121.09	
2.03851	1.21	121.095	
2.12686	1.21	121.1	
2.00695	1.211	121.105	
1.94384	1.211	121.11	
2.12897	1.211	121.115	
2.21522	1.211	121.12	
2.01957	1.211	121.125	
1.91859	1.211	121.13	
2.06165	1.211	121.135	
2.15421	1.211	121.14	
1.99854	1.211	121.145	
1.88914	1.211	121.15	
2.05534	1.211	121.155	
2.17735	1.211	121.16	
2.01747	1.211	121.165	
1.90597	1.211	121.17	
2.0343	1.211	121.175	
2.13317	1.211	121.18	
1.99222	1.211	121.185	
1.89966	1.211	121.19	
2.03009	1.211	121.195	
2.13528	1.211	121.2	
1.99854	1.212	121.205	
1.95646	1.212	121.21	
2.14159	1.212	121.215	
2.22784	1.212	121.22	
2.03009	1.212	121.225	
1.93963	1.212	121.23	
2.09741	1.212	121.235	
2.17104	1.212	121.24	
2.00695	1.212	121.245	
1.90176	1.212	121.25	
2.06375	1.212	121.255	
2.1479	1.212	121.26	
1.96488	1.212	121.265	
1.88073	1.212	121.27	
2.04903	1.212	121.275	
2.13949	1.212	121.28	
2.00695	1.212	121.285	
1.92911	1.212	121.29	
2.08479	1.212	121.295	
2.17946	1.212	121.3	
2.04903	1.213	121.305	
1.96698	1.213	121.31	
2.12266	1.213	121.315	
2.17525	1.213	121.32	
1.98802	1.213	121.325	
1.866	1.213	121.33	
2.03851	1.213	121.335	
2.1458	1.213	121.34	
2.00064	1.213	121.345	
1.91649	1.213	121.35	
2.10162	1.213	121.355	
2.17735	1.213	121.36	
2.02168	1.213	121.365	
1.89545	1.213	121.37	
2.03851	1.213	121.375	
2.12897	1.213	121.38	
1.9754	1.213	121.385	
1.90808	1.213	121.39	
2.08689	1.213	121.395	
2.18366	1.213	121.4	
2.02378	1.214	121.405	
1.93963	1.214	121.41	
2.09951	1.214	121.415	
2.17104	1.214	121.42	
1.9796	1.214	121.425	
1.89125	1.214	121.43	
2.09951	1.214	121.435	
2.2068	1.214	121.44	
2.06165	1.214	121.445	
1.97329	1.214	121.45	
2.11634	1.214	121.455	
2.17104	1.214	121.46	
1.96488	1.214	121.465	
1.83865	1.214	121.47	
1.99222	1.214	121.475	
2.11424	1.214	121.48	
2.00064	1.214	121.485	
1.9228	1.214	121.49	
2.089	1.214	121.495	
2.18156	1.214	121.5	
2.02799	1.215	121.505	
1.95015	1.215	121.51	
2.15	1.215	121.515	
2.22784	1.215	121.52	
2.04903	1.215	121.525	
1.95015	1.215	121.53	
2.12055	1.215	121.535	
2.21312	1.215	121.54	
2.00485	1.215	121.545	
1.86179	1.215	121.55	
2.01747	1.215	121.555	
2.11003	1.215	121.56	
1.95225	1.215	121.565	
1.87862	1.215	121.57	
2.06796	1.215	121.575	
2.18787	1.215	121.58	
2.04482	1.215	121.585	
1.93542	1.215	121.59	
2.08268	1.215	121.595	
2.13738	1.215	121.6	
1.9775	1.216	121.605	
1.91228	1.216	121.61	
2.1458	1.216	121.615	
2.27412	1.216	121.62	
2.07637	1.216	121.625	
1.94805	1.216	121.63	
2.08268	1.216	121.635	
2.15421	1.216	121.64	
1.92911	1.216	121.645	
1.79868	1.216	121.65	
1.98381	1.216	121.655	
2.16894	1.216	121.66	
2.06586	1.216	121.665	
1.97119	1.216	121.67	
2.12476	1.216	121.675	
2.2026	1.216	121.68	
2.02588	1.216	121.685	
1.85548	1.216	121.69	
1.9796	1.216	121.695	
2.10162	1.216	121.7	
2.00485	1.217	121.705	
1.97329	1.217	121.71	
2.22363	1.217	121.715	
2.34144	1.217	121.72	
2.09951	1.217	121.725	
1.90387	1.217	121.73	
2.04271	1.217	121.735	
2.14159	1.217	121.74	
1.93122	1.217	121.745	
1.82813	1.217	121.75	
2.05954	1.217	121.755	
2.23205	1.217	121.76	
2.06165	1.217	121.765	
1.94174	1.217	121.77	
2.07006	1.217	121.775	
2.13107	1.217	121.78	
1.94174	1.217	121.785	
1.82182	1.217	121.79	
2.00485	1.217	121.795	
2.19418	1.217	121.8	
2.10793	1.218	121.805	
2.04271	1.218	121.81	
2.24046	1.218	121.815	
2.32461	1.218	121.82	
2.04692	1.218	121.825	
1.85548	1.218	121.83	
2.00274	1.218	121.835	
2.1458	1.218	121.84	
1.99854	1.218	121.845	
1.91859	1.218	121.85	
2.13738	1.218	121.855	
2.2615	1.218	121.86	
2.04692	1.218	121.865	
1.85969	1.218	121.87	
2.01326	1.218	121.875	
2.1458	1.218	121.88	
2.03009	1.218	121.885	
1.93963	1.218	121.89	
2.12055	1.218	121.895	
2.27412	1.218	121.9	
2.09531	1.219	121.905	
1.95436	1.219	121.91	
2.0911	1.219	121.915	
2.16052	1.219	121.92	
1.9754	1.219	121.925	
1.83865	1.219	121.93	
2.05323	1.219	121.935	
2.20049	1.219	121.94	
2.05323	1.219	121.945	
1.9228	1.219	121.95	
2.06375	1.219	121.955	
2.17314	1.219	121.96	
2.01537	1.219	121.965	
1.89125	1.219	121.97	
2.04482	1.219	121.975	
2.20049	1.219	121.98	
2.0932	1.219	121.985	
1.98171	1.219	121.99	
2.09531	1.219	121.995	
2.16473	1.219	122	
2.00274	1.22	122.005	
1.90808	1.22	122.01	
2.06796	1.22	122.015	
2.21943	1.22	122.02	
2.07427	1.22	122.025	
1.9754	1.22	122.03	
2.12055	1.22	122.035	
2.21101	1.22	122.04	
2.02799	1.22	122.045	
1.88283	1.22	122.05	
2.0364	1.22	122.055	
2.17525	1.22	122.06	
2.06586	1.22	122.065	
1.94805	1.22	122.07	
2.07848	1.22	122.075	
2.17314	1.22	122.08	
2.00905	1.22	122.085	
1.88704	1.22	122.09	
2.02168	1.22	122.095	
2.1479	1.22	122.1	
2.08268	1.221	122.105	
2.00274	1.221	122.11	
2.16473	1.221	122.115	
2.25309	1.221	122.12	
2.06375	1.221	122.125	
1.89545	1.221	122.13	
2.03851	1.221	122.135	
2.14369	1.221	122.14	
2.00274	1.221	122.145	
1.93542	1.221	122.15	
2.09951	1.221	122.155	
2.21312	1.221	122.16	
2.05323	1.221	122.165	
1.9207	1.221	122.17	
2.01747	1.221	122.175	
2.10372	1.221	122.18	
1.9754	1.221	122.185	
1.90387	1.221	122.19	
2.07217	1.221	122.195	
2.20891	1.221	122.2	
2.08268	1.222	122.205	
2.01326	1.222	122.21	
2.15	1.222	122.215	
2.20049	1.222	122.22	
2.01116	1.222	122.225	
1.88704	1.222	122.23	
2.05534	1.222	122.235	
2.16894	1.222	122.24	
2.01537	1.222	122.245	
1.95225	1.222	122.25	
2.10793	1.222	122.255	
2.17946	1.222	122.26	
1.99643	1.222	122.265	
1.89335	1.222	122.27	
2.01326	1.222	122.275	
2.12686	1.222	122.28	
2.00695	1.222	122.285	
1.92911	1.222	122.29	
2.089	1.222	122.295	
2.2026	1.222	122.3	
2.06586	1.223	122.305	
1.99012	1.223	122.31	
2.17104	1.223	122.315	
2.21732	1.223	122.32	
2.00905	1.223	122.325	
1.88493	1.223	122.33	
2.06165	1.223	122.335	
2.1458	1.223	122.34	
1.98802	1.223	122.345	
1.89545	1.223	122.35	
2.10162	1.223	122.355	
2.21101	1.223	122.36	
2.03851	1.223	122.365	
1.91649	1.223	122.37	
2.04271	1.223	122.375	
2.15	1.223	122.38	
2.01326	1.223	122.385	
1.94384	1.223	122.39	
2.09741	1.223	122.395	
2.2068	1.223	122.4	
2.05744	1.224	122.405	
1.9775	1.224	122.41	
2.15421	1.224	122.415	
2.22574	1.224	122.42	
2.02378	1.224	122.425	
1.91228	1.224	122.43	
2.09741	1.224	122.435	
2.19629	1.224	122.44	
2.02378	1.224	122.445	
1.88704	1.224	122.45	
2.08689	1.224	122.455	
2.18787	1.224	122.46	
2.01747	1.224	122.465	
1.9228	1.224	122.47	
2.09531	1.224	122.475	
2.21312	1.224	122.48	
2.04692	1.224	122.485	
1.95646	1.224	122.49	
2.09741	1.224	122.495	
2.17735	1.224	122.5	
1.98591	1.225	122.505	
1.9207	1.225	122.51	
2.1479	1.225	122.515	
2.27412	1.225	122.52	
2.06165	1.225	122.525	
1.93753	1.225	122.53	
2.10372	1.225	122.535	
2.19839	1.225	122.54	
1.99854	1.225	122.545	
1.87021	1.225	122.55	
2.07637	1.225	122.555	
2.19629	1.225	122.56	
2.06796	1.225	122.565	
1.96488	1.225	122.57	
2.12266	1.225	122.575	
2.21943	1.225	122.58	
2.00695	1.225	122.585	
1.85128	1.225	122.59	
1.99222	1.225	122.595	
2.11634	1.225	122.6	
1.99222	1.226	122.605	
1.92701	1.226	122.61	
2.15632	1.226	122.615	
2.30989	1.226	122.62	
2.12476	1.226	122.625	
1.97119	1.226	122.63	
2.12476	1.226	122.635	
2.21101	1.226	122.64	
2.00695	1.226	122.645	
1.87652	1.226	122.65	
2.04692	1.226	122.655	
2.18577	1.226	122.66	
2.02799	1.226	122.665	
1.92911	1.226	122.67	
2.07006	1.226	122.675	
2.19418	1.226	122.68	
2.04692	1.226	122.685	
1.91649	1.226	122.69	
2.03851	1.226	122.695	
2.17314	1.226	122.7	
2.05113	1.227	122.705	
1.95857	1.227	122.71	
2.13107	1.227	122.715	
2.24046	1.227	122.72	
2.06796	1.227	122.725	
1.92701	1.227	122.73	
2.07848	1.227	122.735	
2.19208	1.227	122.74	
2.04061	1.227	122.745	
1.89966	1.227	122.75	
2.06375	1.227	122.755	
2.2047	1.227	122.76	
2.07006	1.227	122.765	
1.93753	1.227	122.77	
2.07637	1.227	122.775	
2.18577	1.227	122.78	
2.05744	1.227	122.785	
1.95225	1.227	122.79	
2.06796	1.227	122.795	
2.18787	1.227	122.8	
2.08689	1.228	122.805	
2.00274	1.228	122.81	
2.15211	1.228	122.815	
2.24467	1.228	122.82	
2.04482	1.228	122.825	
1.91859	1.228	122.83	
2.05744	1.228	122.835	
2.16894	1.228	122.84	
2.03851	1.228	122.845	
1.96908	1.228	122.85	
2.11845	1.228	122.855	
2.21943	1.228	122.86	
2.08058	1.228	122.865	
1.96698	1.228	122.87	
2.05744	1.228	122.875	
2.11845	1.228	122.88	
2.00485	1.228	122.885	
1.92911	1.228	122.89	
2.0932	1.228	122.895	
2.23626	1.228	122.9	
2.13107	1.229	122.905	
2.0322	1.229	122.91	
2.14159	1.229	122.915	
2.19208	1.229	122.92	
1.98591	1.229	122.925	
1.866	1.229	122.93	
2.04903	1.229	122.935	
2.19629	1.229	122.94	
2.07637	1.229	122.945	
1.9775	1.229	122.95	
2.11845	1.229	122.955	
2.17735	1.229	122.96	
2.00064	1.229	122.965	
1.88073	1.229	122.97	
2.04482	1.229	122.975	
2.16894	1.229	122.98	
2.06796	1.229	122.985	
1.9775	1.229	122.99	
2.12055	1.229	122.995	
2.20891	1.229	123	
2.0911	1.23	123.005	
1.99643	1.23	123.01	
2.16894	1.23	123.015	
2.2594	1.23	123.02	
2.08479	1.23	123.025	
1.98381	1.23	123.03	
2.13949	1.23	123.035	
2.23836	1.23	123.04	
2.00485	1.23	123.045	
1.87862	1.23	123.05	
2.04061	1.23	123.055	
2.13949	1.23	123.06	
2.01537	1.23	123.065	
1.93332	1.23	123.07	
2.11845	1.23	123.075	
2.25309	1.23	123.08	
2.12055	1.23	123.085	
1.99222	1.23	123.09	
2.10793	1.23	123.095	
2.2026	1.23	123.1	
2.06165	1.231	123.105	
2.02168	1.231	123.11	
2.21732	1.231	123.115	
2.29306	1.231	123.12	
2.07848	1.231	123.125	
1.92701	1.231	123.13	
2.06586	1.231	123.135	
2.12897	1.231	123.14	
1.94174	1.231	123.145	
1.84286	1.231	123.15	
2.06586	1.231	123.155	
2.22995	1.231	123.16	
2.11634	1.231	123.165	
2.04692	1.231	123.17	
2.19208	1.231	123.175	
2.26781	1.231	123.18	
2.06586	1.231	123.185	
1.93332	1.231	123.19	
2.03851	1.231	123.195	
2.12266	1.231	123.2	
1.99643	1.232	123.205	
1.96698	1.232	123.21	
2.20049	1.232	123.215	
2.30989	1.232	123.22	
2.089	1.232	123.225	
1.94174	1.232	123.23	
2.089	1.232	123.235	
2.14159	1.232	123.24	
1.96698	1.232	123.245	
1.89756	1.232	123.25	
2.13738	1.232	123.255	
2.27833	1.232	123.26	
2.12686	1.232	123.265	
2.04692	1.232	123.27	
2.16894	1.232	123.275	
2.20891	1.232	123.28	
2.00485	1.232	123.285	
1.89335	1.232	123.29	
2.06586	1.232	123.295	
2.18156	1.232	123.3	
2.06796	1.233	123.305	
2.00064	1.233	123.31	
2.17525	1.233	123.315	
2.24888	1.233	123.32	
2.02588	1.233	123.325	
1.89545	1.233	123.33	
2.06586	1.233	123.335	
2.18366	1.233	123.34	
2.04903	1.233	123.345	
1.96908	1.233	123.35	
2.15211	1.233	123.355	
2.2636	1.233	123.36	
2.07217	1.233	123.365	
1.93332	1.233	123.37	
2.09741	1.233	123.375	
2.19208	1.233	123.38	
2.03009	1.233	123.385	
1.95857	1.233	123.39	
2.15	1.233	123.395	
2.25519	1.233	123.4	
2.08689	1.234	123.405	
2.00064	1.234	123.41	
2.18997	1.234	123.415	
2.24888	1.234	123.42	
2.02799	1.234	123.425	
1.89545	1.234	123.43	
2.09531	1.234	123.435	
2.2068	1.234	123.44	
2.05113	1.234	123.445	
1.93963	1.234	123.45	
2.0911	1.234	123.455	
2.2026	1.234	123.46	
2.0343	1.234	123.465	
1.93963	1.234	123.47	
2.0932	1.234	123.475	
2.23205	1.234	123.48	
2.07006	1.234	123.485	
1.9796	1.234	123.49	
2.12686	1.234	123.495	
2.2068	1.234	123.5	
2.02799	1.235	123.505	
1.94384	1.235	123.51	
2.17104	1.235	123.515	
2.30147	1.235	123.52	
2.0911	1.235	123.525	
1.96067	1.235	123.53	
2.10583	1.235	123.535	
2.22574	1.235	123.54	
2.00695	1.235	123.545	
1.866	1.235	123.55	
2.05744	1.235	123.555	
2.19208	1.235	123.56	
2.0343	1.235	123.565	
1.95225	1.235	123.57	
2.13528	1.235	123.575	
2.25519	1.235	123.58	
2.08479	1.235	123.585	
1.94174	1.235	123.59	
2.09951	1.235	123.595	
2.23626	1.235	123.6	
2.11634	1.236	123.605	
2.00064	1.236	123.61	
2.2047	1.236	123.615	
2.3162	1.236	123.62	
2.09951	1.236	123.625	
1.93122	1.236	123.63	
2.08689	1.236	123.635	
2.17104	1.236	123.64	
1.98171	1.236	123.645	
1.866	1.236	123.65	
2.05744	1.236	123.655	
2.22784	1.236	123.66	
2.07006	1.236	123.665	
1.95015	1.236	123.67	
2.11634	1.236	123.675	
2.25729	1.236	123.68	
2.10372	1.236	123.685	
1.96067	1.236	123.69	
2.11214	1.236	123.695	
2.29516	1.236	123.7	
2.16263	1.237	123.705	
2.04692	1.237	123.71	
2.18156	1.237	123.715	
2.2615	1.237	123.72	
2.01537	1.237	123.725	
1.84286	1.237	123.73	
2.01537	1.237	123.735	
2.16894	1.237	123.74	
2.04692	1.237	123.745	
1.92701	1.237	123.75	
2.11845	1.237	123.755	
2.25729	1.237	123.76	
2.0932	1.237	123.765	
1.94594	1.237	123.77	
2.10583	1.237	123.775	
2.24888	1.237	123.78	
2.12476	1.237	123.785	
2.01957	1.237	123.79	
2.15	1.237	123.795	
2.23626	1.237	123.8	
2.08058	1.238	123.805	
1.93332	1.238	123.81	
2.08689	1.238	123.815	
2.2047	1.238	123.82	
2.04061	1.238	123.825	
1.93332	1.238	123.83	
2.12266	1.238	123.835	
2.2615	1.238	123.84	
2.0932	1.238	123.845	
1.91649	1.238	123.85	
2.04903	1.238	123.855	
2.16683	1.238	123.86	
2.07848	1.238	123.865	
1.98381	1.238	123.87	
2.1479	1.238	123.875	
2.28885	1.238	123.88	
2.1458	1.238	123.885	
2.00695	1.238	123.89	
2.08689	1.238	123.895	
2.16683	1.238	123.9	
2.02168	1.239	123.905	
1.93122	1.239	123.91	
2.12476	1.239	123.915	
2.2594	1.239	123.92	
2.09741	1.239	123.925	
1.9754	1.239	123.93	
2.12897	1.239	123.935	
2.21522	1.239	123.94	
2.05744	1.239	123.945	
1.92911	1.239	123.95	
2.07006	1.239	123.955	
2.19629	1.239	123.96	
2.06796	1.239	123.965	
1.96277	1.239	123.97	
2.11214	1.239	123.975	
2.22784	1.239	123.98	
2.10583	1.239	123.985	
1.99854	1.239	123.99	
2.09741	1.239	123.995	
2.17525	1.239	124	
2.03851	1.24	124.005	
1.96067	1.24	124.01	
2.12897	1.24	124.015	
2.24888	1.24	124.02	
2.10793	1.24	124.025	
2.02168	1.24	124.03	
2.1479	1.24	124.035	
2.19418	1.24	124.04	
2.04271	1.24	124.045	
1.9207	1.24	124.05	
2.05954	1.24	124.055	
2.17735	1.24	124.06	
2.06375	1.24	124.065	
1.98591	1.24	124.07	
2.12897	1.24	124.075	
2.22153	1.24	124.08	
2.08689	1.24	124.085	
1.96277	1.24	124.09	
2.09741	1.24	124.095	
2.21732	1.24	124.1	
2.11214	1.241	124.105	
2.04903	1.241	124.11	
2.22363	1.241	124.115	
2.29516	1.241	124.12	
2.11003	1.241	124.125	
1.99222	1.241	124.13	
2.10583	1.241	124.135	
2.16263	1.241	124.14	
1.99854	1.241	124.145	
1.91439	1.241	124.15	
2.08479	1.241	124.155	
2.19629	1.241	124.16	
2.089	1.241	124.165	
2.01957	1.241	124.17	
2.12686	1.241	124.175	
2.21522	1.241	124.18	
2.07006	1.241	124.185	
2.00064	1.241	124.19	
2.11424	1.241	124.195	
2.23205	1.241	124.2	
2.13528	1.242	124.205	
2.07427	1.242	124.21	
2.21101	1.242	124.215	
2.2636	1.242	124.22	
2.04061	1.242	124.225	
1.9207	1.242	124.23	
2.04903	1.242	124.235	
2.11634	1.242	124.24	
1.97119	1.242	124.245	
1.95857	1.242	124.25	
2.1479	1.242	124.255	
2.22784	1.242	124.26	
2.0911	1.242	124.265	
2.01116	1.242	124.27	
2.16894	1.242	124.275	
2.24257	1.242	124.28	
2.08689	1.242	124.285	
2.00905	1.242	124.29	
2.13738	1.242	124.295	
2.25098	1.242	124.3	
2.09951	1.243	124.305	
2.02378	1.243	124.31	
2.16894	1.243	124.315	
2.23415	1.243	124.32	
2.01957	1.243	124.325	
1.91228	1.243	124.33	
2.08689	1.243	124.335	
2.19629	1.243	124.34	
2.04271	1.243	124.345	
1.99222	1.243	124.35	
2.18366	1.243	124.355	
2.25098	1.243	124.36	
2.08058	1.243	124.365	
2.01326	1.243	124.37	
2.16052	1.243	124.375	
2.24888	1.243	124.38	
2.07006	1.243	124.385	
1.99643	1.243	124.39	
2.17946	1.243	124.395	
2.24678	1.243	124.4	
2.07637	1.244	124.405	
1.98802	1.244	124.41	
2.18997	1.244	124.415	
2.25519	1.244	124.42	
2.01957	1.244	124.425	
1.90176	1.244	124.43	
2.11424	1.244	124.435	
2.20891	1.244	124.44	
2.04692	1.244	124.445	
1.97119	1.244	124.45	
2.17314	1.244	124.455	
2.25098	1.244	124.46	
2.05323	1.244	124.465	
1.95436	1.244	124.47	
2.16052	1.244	124.475	
2.23205	1.244	124.48	
2.04692	1.244	124.485	
1.93753	1.244	124.49	
2.14159	1.244	124.495	
2.24046	1.244	124.5	
2.07217	1.245	124.505	
1.9796	1.245	124.51	
2.19208	1.245	124.515	
2.27202	1.245	124.52	
2.02378	1.245	124.525	
1.9207	1.245	124.53	
2.13107	1.245	124.535	
2.2636	1.245	124.54	
2.05113	1.245	124.545	
1.95015	1.245	124.55	
2.15842	1.245	124.555	
2.27202	1.245	124.56	
2.06796	1.245	124.565	
1.95225	1.245	124.57	
2.13107	1.245	124.575	
2.24678	1.245	124.58	
2.06165	1.245	124.585	
1.92911	1.245	124.59	
2.11424	1.245	124.595	
2.23205	1.245	124.6	
2.0911	1.246	124.605	
1.9775	1.246	124.61	
2.19629	1.246	124.615	
2.30147	1.246	124.62	
2.08268	1.246	124.625	
1.93542	1.246	124.63	
2.1458	1.246	124.635	
2.26571	1.246	124.64	
2.0932	1.246	124.645	
1.94594	1.246	124.65	
2.13317	1.246	124.655	
2.24678	1.246	124.66	
2.04903	1.246	124.665	
1.91439	1.246	124.67	
2.07848	1.246	124.675	
2.22995	1.246	124.68	
2.07848	1.246	124.685	
1.95436	1.246	124.69	
2.15211	1.246	124.695	
2.28675	1.246	124.7	
2.13107	1.247	124.705	
1.99433	1.247	124.71	
2.16473	1.247	124.715	
2.26992	1.247	124.72	
2.06165	1.247	124.725	
1.90387	1.247	124.73	
2.07217	1.247	124.735	
2.23836	1.247	124.74	
2.07637	1.247	124.745	
1.96698	1.247	124.75	
2.12897	1.247	124.755	
2.27623	1.247	124.76	
2.08689	1.247	124.765	
1.93753	1.247	124.77	
2.10583	1.247	124.775	
2.24678	1.247	124.78	
2.12897	1.247	124.785	
2.01957	1.247	124.79	
2.16473	1.247	124.795	
2.30358	1.247	124.8	
2.0932	1.248	124.805	
1.93332	1.248	124.81	
2.08268	1.248	124.815	
2.23836	1.248	124.82	
2.0932	1.248	124.825	
1.95015	1.248	124.83	
2.13949	1.248	124.835	
2.29095	1.248	124.84	
2.12476	1.248	124.845	
1.9775	1.248	124.85	
2.0911	1.248	124.855	
2.22153	1.248	124.86	
2.07427	1.248	124.865	
1.96698	1.248	124.87	
2.10583	1.248	124.875	
2.24046	1.248	124.88	
2.13949	1.248	124.885	
1.99012	1.248	124.89	
